utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 536, 3062, 5475, 5558, 1224, 3392, 3690, 2960, 1176, 3615, 4386, 3063, 3, 5]","[2, 536, 6781, 5469, 629, 5516, 5779, 3, 5472, 6, 6454, 7612, 629, 5480, 3, 5950, 626, 2932, 3190, 5524, 3, 1128, 2946, 3074, 5524, 3, 6781, 7115, 5994, 3, 413, 2992, 3776, 1604, 3103, 3128, 2404, 2921, 3040, 2970, 5484, 3, 5462, 2116, 3373, 7695, 2781, 5749, 2976, 3, 6234, 5478, 2774, 5465, 3, 5452, 2769, 6223, 5779, 3, 5927, 3275, 5537, 3, 261, 5773, 3111, 1326, 1771, 6008, 5710, 3, 2608, 2943, 222, 1566, 3077, 3, 5]","[2, 5462, 5957, 2128, 3082, 134, 3, 5605, 6750, 3, 5570, 2960, 123, 123, 123, 3, 5945, 6667, 6693, 6240, 5449, 3, 5485, 581, 4089, 5478, 6951, 2931, 134, 3, 5]","[2, 5603, 123, 123, 123, 3, 5885, 3223, 5469, 6509, 779, 2930, 3165, 6865, 3, 5]","[2, 2084, 3469, 5475, 7488, 3160, 3, 5]",잘됐으면 좋겠네 [SEP] 
"[2, 536, 6781, 5469, 629, 5516, 5779, 3, 5472, 6, 6454, 7612, 629, 5480, 3, 5950, 626, 2932, 3190, 5524, 3, 1128, 2946, 3074, 5524, 3, 6781, 7115, 5994, 3, 413, 2992, 3776, 1604, 3103, 3128, 2404, 2921, 3040, 2970, 5484, 3, 5462, 2116, 3373, 7695, 2781, 5749, 2976, 3, 6234, 5478, 2774, 5465, 3, 5452, 2769, 6223, 5779, 3, 5927, 3275, 5537, 3, 261, 5773, 3111, 1326, 1771, 6008, 5710, 3, 2608, 2943, 222, 1566, 3077, 3, 5]","[2, 5462, 5957, 2128, 3082, 134, 3, 5605, 6750, 3, 5570, 2960, 123, 123, 123, 3, 5945, 6667, 6693, 6240, 5449, 3, 5485, 581, 4089, 5478, 6951, 2931, 134, 3, 5]","[2, 5603, 123, 123, 123, 3, 5885, 3223, 5469, 6509, 779, 2930, 3165, 6865, 3, 5]","[2, 2084, 3469, 5475, 7488, 3160, 3, 5]","[2, 5788, 7488, 2932, 3, 5]",그러면 좋겠지 [SEP] 
"[2, 5462, 5957, 2128, 3082, 134, 3, 5605, 6750, 3, 5570, 2960, 123, 123, 123, 3, 5945, 6667, 6693, 6240, 5449, 3, 5485, 581, 4089, 5478, 6951, 2931, 134, 3, 5]","[2, 5603, 123, 123, 123, 3, 5885, 3223, 5469, 6509, 779, 2930, 3165, 6865, 3, 5]","[2, 2084, 3469, 5475, 7488, 3160, 3, 5]","[2, 5788, 7488, 2932, 3, 5]","[2, 5788, 5860, 3, 1994, 3228, 3264, 3088, 6951, 2931, 134, 3, 5761, 5483, 3195, 1913, 3039, 3, 5]",그러면 너네 [SEP] 원상복구 되는거야? [SEP] 아니면 우리쪽 오셈 [SEP] 
"[2, 5603, 123, 123, 123, 3, 5885, 3223, 5469, 6509, 779, 2930, 3165, 6865, 3, 5]","[2, 2084, 3469, 5475, 7488, 3160, 3, 5]","[2, 5788, 7488, 2932, 3, 5]","[2, 5788, 5860, 3, 1994, 3228, 3264, 3088, 6951, 2931, 134, 3, 5761, 5483, 3195, 1913, 3039, 3, 5]","[2, 1128, 2946, 3074, 1931, 3005, 1795, 6780, 3, 539, 2404, 3219, 3030, 5464, 3, 5]",류나경 와도 안받아 [SEP] 난 최소한 그래 [SEP] 
"[2, 2084, 3469, 5475, 7488, 3160, 3, 5]","[2, 5788, 7488, 2932, 3, 5]","[2, 5788, 5860, 3, 1994, 3228, 3264, 3088, 6951, 2931, 134, 3, 5761, 5483, 3195, 1913, 3039, 3, 5]","[2, 1128, 2946, 3074, 1931, 3005, 1795, 6780, 3, 539, 2404, 3219, 3030, 5464, 3, 5]","[2, 6090, 123, 123, 3, 5]",응원해.. [SEP] 
"[2, 5788, 7488, 2932, 3, 5]","[2, 5788, 5860, 3, 1994, 3228, 3264, 3088, 6951, 2931, 134, 3, 5761, 5483, 3195, 1913, 3039, 3, 5]","[2, 1128, 2946, 3074, 1931, 3005, 1795, 6780, 3, 539, 2404, 3219, 3030, 5464, 3, 5]","[2, 6090, 123, 123, 3, 5]","[2, 1128, 2946, 3074, 1913, 5453, 6095, 3700, 2933, 6823, 2969, 3, 5]",류나경 오는거 받아줌=>난 탈주침 [SEP] 
"[2, 5788, 5860, 3, 1994, 3228, 3264, 3088, 6951, 2931, 134, 3, 5761, 5483, 3195, 1913, 3039, 3, 5]","[2, 1128, 2946, 3074, 1931, 3005, 1795, 6780, 3, 539, 2404, 3219, 3030, 5464, 3, 5]","[2, 6090, 123, 123, 3, 5]","[2, 1128, 2946, 3074, 1913, 5453, 6095, 3700, 2933, 6823, 2969, 3, 5]","[2, 7054, 5478, 821, 2932, 6295, 3, 5539, 6014, 5856, 3, 2337, 7692, 2979, 6739, 3147, 3, 6090, 123, 123, 123, 3, 5]",우리도 어떻게 될지 모르겠다 [SEP] 그건 인정합니다 [SEP] 차ㅏㄹ리 개인함 [SEP] 응원해... [SEP] 
"[2, 1128, 2946, 3074, 1931, 3005, 1795, 6780, 3, 539, 2404, 3219, 3030, 5464, 3, 5]","[2, 6090, 123, 123, 3, 5]","[2, 1128, 2946, 3074, 1913, 5453, 6095, 3700, 2933, 6823, 2969, 3, 5]","[2, 7054, 5478, 821, 2932, 6295, 3, 5539, 6014, 5856, 3, 2337, 7692, 2979, 6739, 3147, 3, 6090, 123, 123, 123, 3, 5]","[2, 2867, 5871, 3012, 3060, 3012, 3060, 3191, 3, 539, 7507, 6241, 3, 821, 1621, 1863, 7547, 123, 123, 123, 3, 2764, 3047, 1169, 5737, 5463, 3, 5624, 1535, 5556, 5626, 5530, 3, 2648, 2256, 5702, 5564, 7045, 2970, 3, 5457, 7634, 3114, 5730, 3, 5460, 818, 7415, 2921, 7805, 5480, 3, 7183, 5585, 5479, 5528, 5460, 6323, 3, 5450, 5555, 134, 3, 2867, 6206, 3012, 3060, 3049, 2992, 3052, 5576, 3191, 3, 5]",후하하후ㅏ후ㅏㅎ [SEP] 난 이해가 안가 [SEP] 될 수 없었으면... [SEP] 하질 말았어야지 [SEP] 기분 상하게 하자는거야 [SEP] 팀 짜보고 애들 반응이 [SEP] 너무 화나있으니까 [SEP] 그냥 되돌아가자는거야 [SEP] 우리가 괜찮다고 하면 그냥 할거 [SEP] 아니었어? [SEP] 후ㅏㅇ후ㅏ우하ㅜ아ㅏㅎ [SEP] 
"[2, 6090, 123, 123, 3, 5]","[2, 1128, 2946, 3074, 1913, 5453, 6095, 3700, 2933, 6823, 2969, 3, 5]","[2, 7054, 5478, 821, 2932, 6295, 3, 5539, 6014, 5856, 3, 2337, 7692, 2979, 6739, 3147, 3, 6090, 123, 123, 123, 3, 5]","[2, 2867, 5871, 3012, 3060, 3012, 3060, 3191, 3, 539, 7507, 6241, 3, 821, 1621, 1863, 7547, 123, 123, 123, 3, 2764, 3047, 1169, 5737, 5463, 3, 5624, 1535, 5556, 5626, 5530, 3, 2648, 2256, 5702, 5564, 7045, 2970, 3, 5457, 7634, 3114, 5730, 3, 5460, 818, 7415, 2921, 7805, 5480, 3, 7183, 5585, 5479, 5528, 5460, 6323, 3, 5450, 5555, 134, 3, 2867, 6206, 3012, 3060, 3049, 2992, 3052, 5576, 3191, 3, 5]","[2, 6377, 123, 123, 123, 3, 5482, 1792, 3714, 3, 5922, 123, 123, 123, 3, 5761, 5577, 6634, 1535, 2942, 1383, 2950, 2578, 6340, 1931, 6069, 3, 5]",진정해... [SEP] 그거 아닝 [SEP] 화이팅... [SEP] 아니면 너도 애들이랑 상의 봐서 터치고 와버려 [SEP] 
"[2, 1128, 2946, 3074, 1913, 5453, 6095, 3700, 2933, 6823, 2969, 3, 5]","[2, 7054, 5478, 821, 2932, 6295, 3, 5539, 6014, 5856, 3, 2337, 7692, 2979, 6739, 3147, 3, 6090, 123, 123, 123, 3, 5]","[2, 2867, 5871, 3012, 3060, 3012, 3060, 3191, 3, 539, 7507, 6241, 3, 821, 1621, 1863, 7547, 123, 123, 123, 3, 2764, 3047, 1169, 5737, 5463, 3, 5624, 1535, 5556, 5626, 5530, 3, 2648, 2256, 5702, 5564, 7045, 2970, 3, 5457, 7634, 3114, 5730, 3, 5460, 818, 7415, 2921, 7805, 5480, 3, 7183, 5585, 5479, 5528, 5460, 6323, 3, 5450, 5555, 134, 3, 2867, 6206, 3012, 3060, 3049, 2992, 3052, 5576, 3191, 3, 5]","[2, 6377, 123, 123, 123, 3, 5482, 1792, 3714, 3, 5922, 123, 123, 123, 3, 5761, 5577, 6634, 1535, 2942, 1383, 2950, 2578, 6340, 1931, 6069, 3, 5]","[2, 5638, 1372, 6575, 3, 5]",일단 보게요 [SEP] 
"[2, 7054, 5478, 821, 2932, 6295, 3, 5539, 6014, 5856, 3, 2337, 7692, 2979, 6739, 3147, 3, 6090, 123, 123, 123, 3, 5]","[2, 2867, 5871, 3012, 3060, 3012, 3060, 3191, 3, 539, 7507, 6241, 3, 821, 1621, 1863, 7547, 123, 123, 123, 3, 2764, 3047, 1169, 5737, 5463, 3, 5624, 1535, 5556, 5626, 5530, 3, 2648, 2256, 5702, 5564, 7045, 2970, 3, 5457, 7634, 3114, 5730, 3, 5460, 818, 7415, 2921, 7805, 5480, 3, 7183, 5585, 5479, 5528, 5460, 6323, 3, 5450, 5555, 134, 3, 2867, 6206, 3012, 3060, 3049, 2992, 3052, 5576, 3191, 3, 5]","[2, 6377, 123, 123, 123, 3, 5482, 1792, 3714, 3, 5922, 123, 123, 123, 3, 5761, 5577, 6634, 1535, 2942, 1383, 2950, 2578, 6340, 1931, 6069, 3, 5]","[2, 5638, 1372, 6575, 3, 5]","[2, 5638, 6377, 3, 5]",일단 진정해 [SEP] 
"[2, 2867, 5871, 3012, 3060, 3012, 3060, 3191, 3, 539, 7507, 6241, 3, 821, 1621, 1863, 7547, 123, 123, 123, 3, 2764, 3047, 1169, 5737, 5463, 3, 5624, 1535, 5556, 5626, 5530, 3, 2648, 2256, 5702, 5564, 7045, 2970, 3, 5457, 7634, 3114, 5730, 3, 5460, 818, 7415, 2921, 7805, 5480, 3, 7183, 5585, 5479, 5528, 5460, 6323, 3, 5450, 5555, 134, 3, 2867, 6206, 3012, 3060, 3049, 2992, 3052, 5576, 3191, 3, 5]","[2, 6377, 123, 123, 123, 3, 5482, 1792, 3714, 3, 5922, 123, 123, 123, 3, 5761, 5577, 6634, 1535, 2942, 1383, 2950, 2578, 6340, 1931, 6069, 3, 5]","[2, 5638, 1372, 6575, 3, 5]","[2, 5638, 6377, 3, 5]","[2, 6, 6454, 5638, 6410, 7339, 3, 536, 3074, 5826, 6884, 539, 6550, 4020, 2938, 3, 536, 3074, 5826, 6881, 2976, 3, 5759, 1239, 2946, 3311, 5480, 3, 536, 3074, 5524, 5458, 2335, 4236, 3079, 2950, 6638, 2648, 5489, 3, 536, 3074, 5524, 536, 6405, 5713, 5749, 2976, 3, 6, 6454, 6, 7442, 5661, 6951, 2931, 123, 123, 123, 3, 539, 2648, 2965, 2235, 3182, 3013, 2932, 7344, 3, 5]",우진이랑 일단 말해봐야지 [SEP] 나경이가 오면 난 나갈겅데 [SEP] 나경이가 안오면 [SEP] 아마 못나갈거야 [SEP] 나경이랑 내가 찡찡대서 만든 팀인데 [SEP] 나경이랑 나 둘다 나가버리면 [SEP] 우진이랑 의현이는 뭐가 되는거야... [SEP] 난 팀을 지키든지 해야징 [SEP] 
"[2, 6377, 123, 123, 123, 3, 5482, 1792, 3714, 3, 5922, 123, 123, 123, 3, 5761, 5577, 6634, 1535, 2942, 1383, 2950, 2578, 6340, 1931, 6069, 3, 5]","[2, 5638, 1372, 6575, 3, 5]","[2, 5638, 6377, 3, 5]","[2, 6, 6454, 5638, 6410, 7339, 3, 536, 3074, 5826, 6884, 539, 6550, 4020, 2938, 3, 536, 3074, 5826, 6881, 2976, 3, 5759, 1239, 2946, 3311, 5480, 3, 536, 3074, 5524, 5458, 2335, 4236, 3079, 2950, 6638, 2648, 5489, 3, 536, 3074, 5524, 536, 6405, 5713, 5749, 2976, 3, 6, 6454, 6, 7442, 5661, 6951, 2931, 123, 123, 123, 3, 539, 2648, 2965, 2235, 3182, 3013, 2932, 7344, 3, 5]","[2, 2053, 6432, 2235, 3182, 6021, 3, 7348, 3080, 6900, 2987, 3, 5]",의리를 지키네요 [SEP] 누구랑은 다르게 [SEP] 
"[2, 5638, 1372, 6575, 3, 5]","[2, 5638, 6377, 3, 5]","[2, 6, 6454, 5638, 6410, 7339, 3, 536, 3074, 5826, 6884, 539, 6550, 4020, 2938, 3, 536, 3074, 5826, 6881, 2976, 3, 5759, 1239, 2946, 3311, 5480, 3, 536, 3074, 5524, 5458, 2335, 4236, 3079, 2950, 6638, 2648, 5489, 3, 536, 3074, 5524, 536, 6405, 5713, 5749, 2976, 3, 6, 6454, 6, 7442, 5661, 6951, 2931, 123, 123, 123, 3, 539, 2648, 2965, 2235, 3182, 3013, 2932, 7344, 3, 5]","[2, 2053, 6432, 2235, 3182, 6021, 3, 7348, 3080, 6900, 2987, 3, 5]","[2, 581, 536, 3074, 2970, 5696, 7454, 3, 6583, 5994, 7530, 5696, 5486, 5564, 1167, 3088, 3871, 3, 5]",너 나경이 싫어하구나 [SEP] 남자애들 은근 싫어하는 애들 많구낭 [SEP] 
"[2, 5638, 6377, 3, 5]","[2, 6, 6454, 5638, 6410, 7339, 3, 536, 3074, 5826, 6884, 539, 6550, 4020, 2938, 3, 536, 3074, 5826, 6881, 2976, 3, 5759, 1239, 2946, 3311, 5480, 3, 536, 3074, 5524, 5458, 2335, 4236, 3079, 2950, 6638, 2648, 5489, 3, 536, 3074, 5524, 536, 6405, 5713, 5749, 2976, 3, 6, 6454, 6, 7442, 5661, 6951, 2931, 123, 123, 123, 3, 539, 2648, 2965, 2235, 3182, 3013, 2932, 7344, 3, 5]","[2, 2053, 6432, 2235, 3182, 6021, 3, 7348, 3080, 6900, 2987, 3, 5]","[2, 581, 536, 3074, 2970, 5696, 7454, 3, 6583, 5994, 7530, 5696, 5486, 5564, 1167, 3088, 3871, 3, 5]","[2, 7924, 6441, 2976, 3, 1895, 2967, 1888, 4122, 3080, 241, 7416, 3239, 3411, 3, 5]",애들한테 물어보면 [SEP] 열에 여덟은 개싫어할걸 [SEP] 
"[2, 6, 6454, 5638, 6410, 7339, 3, 536, 3074, 5826, 6884, 539, 6550, 4020, 2938, 3, 536, 3074, 5826, 6881, 2976, 3, 5759, 1239, 2946, 3311, 5480, 3, 536, 3074, 5524, 5458, 2335, 4236, 3079, 2950, 6638, 2648, 5489, 3, 536, 3074, 5524, 536, 6405, 5713, 5749, 2976, 3, 6, 6454, 6, 7442, 5661, 6951, 2931, 123, 123, 123, 3, 539, 2648, 2965, 2235, 3182, 3013, 2932, 7344, 3, 5]","[2, 2053, 6432, 2235, 3182, 6021, 3, 7348, 3080, 6900, 2987, 3, 5]","[2, 581, 536, 3074, 2970, 5696, 7454, 3, 6583, 5994, 7530, 5696, 5486, 5564, 1167, 3088, 3871, 3, 5]","[2, 7924, 6441, 2976, 3, 1895, 2967, 1888, 4122, 3080, 241, 7416, 3239, 3411, 3, 5]","[2, 5595, 2967, 131, 3085, 3080, 5696, 7967, 2946, 3, 5]",10에 7명은 싫어하려나 [SEP] 
"[2, 2053, 6432, 2235, 3182, 6021, 3, 7348, 3080, 6900, 2987, 3, 5]","[2, 581, 536, 3074, 2970, 5696, 7454, 3, 6583, 5994, 7530, 5696, 5486, 5564, 1167, 3088, 3871, 3, 5]","[2, 7924, 6441, 2976, 3, 1895, 2967, 1888, 4122, 3080, 241, 7416, 3239, 3411, 3, 5]","[2, 5595, 2967, 131, 3085, 3080, 5696, 7967, 2946, 3, 5]","[2, 584, 5805, 1795, 2982, 3061, 3411, 3, 5]",넌 별로 안그럴걸 [SEP] 
"[2, 581, 536, 3074, 2970, 5696, 7454, 3, 6583, 5994, 7530, 5696, 5486, 5564, 1167, 3088, 3871, 3, 5]","[2, 7924, 6441, 2976, 3, 1895, 2967, 1888, 4122, 3080, 241, 7416, 3239, 3411, 3, 5]","[2, 5595, 2967, 131, 3085, 3080, 5696, 7967, 2946, 3, 5]","[2, 584, 5805, 1795, 2982, 3061, 3411, 3, 5]","[2, 5564, 2965, 340, 3887, 3301, 5449, 3, 5]",애들을 괴롭혔는데 [SEP] 
"[2, 7924, 6441, 2976, 3, 1895, 2967, 1888, 4122, 3080, 241, 7416, 3239, 3411, 3, 5]","[2, 5595, 2967, 131, 3085, 3080, 5696, 7967, 2946, 3, 5]","[2, 584, 5805, 1795, 2982, 3061, 3411, 3, 5]","[2, 5564, 2965, 340, 3887, 3301, 5449, 3, 5]","[2, 5482, 7554, 3, 6508, 5615, 5448, 3, 5]",그거 아니다 [SEP] 절대 아니야ㅋㅋㅋㅋ [SEP] 
"[2, 5595, 2967, 131, 3085, 3080, 5696, 7967, 2946, 3, 5]","[2, 584, 5805, 1795, 2982, 3061, 3411, 3, 5]","[2, 5564, 2965, 340, 3887, 3301, 5449, 3, 5]","[2, 5482, 7554, 3, 6508, 5615, 5448, 3, 5]","[2, 1166, 3141, 3254, 3157, 2970, 3, 555, 499, 6666, 3, 5]",만수무강이 [SEP] 내 꿈이라서 [SEP] 
"[2, 584, 5805, 1795, 2982, 3061, 3411, 3, 5]","[2, 5564, 2965, 340, 3887, 3301, 5449, 3, 5]","[2, 5482, 7554, 3, 6508, 5615, 5448, 3, 5]","[2, 1166, 3141, 3254, 3157, 2970, 3, 555, 499, 6666, 3, 5]","[2, 7308, 5447, 3, 539, 1852, 3618, 2930, 3003, 3, 5]",뭐라는거야ㅋㅋ [SEP] 난 어떠려냐 [SEP] 
"[2, 5564, 2965, 340, 3887, 3301, 5449, 3, 5]","[2, 5482, 7554, 3, 6508, 5615, 5448, 3, 5]","[2, 1166, 3141, 3254, 3157, 2970, 3, 555, 499, 6666, 3, 5]","[2, 7308, 5447, 3, 539, 1852, 3618, 2930, 3003, 3, 5]","[2, 581, 5696, 5486, 5564, 5805, 1863, 2965, 3525, 134, 3, 5844, 2932, 7603, 3, 5]",너 싫어하는 애들 별로 없을껄? [SEP] 있는지 모르겠는데 [SEP] 
"[2, 5482, 7554, 3, 6508, 5615, 5448, 3, 5]","[2, 1166, 3141, 3254, 3157, 2970, 3, 555, 499, 6666, 3, 5]","[2, 7308, 5447, 3, 539, 1852, 3618, 2930, 3003, 3, 5]","[2, 581, 5696, 5486, 5564, 5805, 1863, 2965, 3525, 134, 3, 5844, 2932, 7603, 3, 5]","[2, 5728, 2814, 3392, 3247, 6493, 3077, 141, 141, 3, 6503, 3077, 2990, 866, 6020, 230, 6083, 3, 5]",인생 헛살진 않았다^^ [SEP] 마이다스 들으러 갑시다 [SEP] 
"[2, 1166, 3141, 3254, 3157, 2970, 3, 555, 499, 6666, 3, 5]","[2, 7308, 5447, 3, 539, 1852, 3618, 2930, 3003, 3, 5]","[2, 581, 5696, 5486, 5564, 5805, 1863, 2965, 3525, 134, 3, 5844, 2932, 7603, 3, 5]","[2, 5728, 2814, 3392, 3247, 6493, 3077, 141, 141, 3, 6503, 3077, 2990, 866, 6020, 230, 6083, 3, 5]","[2, 6, 7839, 2957, 169, 134, 169, 134, 169, 3, 5]",지원 해볼까요~?~?~ [SEP] 
"[2, 7308, 5447, 3, 539, 1852, 3618, 2930, 3003, 3, 5]","[2, 581, 5696, 5486, 5564, 5805, 1863, 2965, 3525, 134, 3, 5844, 2932, 7603, 3, 5]","[2, 5728, 2814, 3392, 3247, 6493, 3077, 141, 141, 3, 6503, 3077, 2990, 866, 6020, 230, 6083, 3, 5]","[2, 6, 7839, 2957, 169, 134, 169, 134, 169, 3, 5]","[2, 5541, 1771, 7550, 2921, 3, 201, 3381, 3119, 2973, 3003, 3072, 3032, 3052, 3806, 7098, 3, 5]",이런 쓰레기가 [SEP] ㅐㅈㅁㄷ냐래쟈ㅜㅍㅁㄴ [SEP] 
"[2, 581, 5696, 5486, 5564, 5805, 1863, 2965, 3525, 134, 3, 5844, 2932, 7603, 3, 5]","[2, 5728, 2814, 3392, 3247, 6493, 3077, 141, 141, 3, 6503, 3077, 2990, 866, 6020, 230, 6083, 3, 5]","[2, 6, 7839, 2957, 169, 134, 169, 134, 169, 3, 5]","[2, 5541, 1771, 7550, 2921, 3, 201, 3381, 3119, 2973, 3003, 3072, 3032, 3052, 3806, 7098, 3, 5]","[2, 1944, 3334, 6128, 3152, 3, 5458, 6, 7030, 3, 5562, 6282, 7493, 2947, 1797, 5816, 3060, 3, 5]",왜왜애애애애애 [SEP] 내가 지원한다고 [SEP] 너가 떨어지지는 않자나ㅏ [SEP] 
"[2, 5728, 2814, 3392, 3247, 6493, 3077, 141, 141, 3, 6503, 3077, 2990, 866, 6020, 230, 6083, 3, 5]","[2, 6, 7839, 2957, 169, 134, 169, 134, 169, 3, 5]","[2, 5541, 1771, 7550, 2921, 3, 201, 3381, 3119, 2973, 3003, 3072, 3032, 3052, 3806, 7098, 3, 5]","[2, 1944, 3334, 6128, 3152, 3, 5458, 6, 7030, 3, 5562, 6282, 7493, 2947, 1797, 5816, 3060, 3, 5]","[2, 6317, 6608, 5923, 2970, 536, 5589, 134, 3, 5]",대신 상당히 짜증이 나겠지? [SEP] 
"[2, 6, 7839, 2957, 169, 134, 169, 134, 169, 3, 5]","[2, 5541, 1771, 7550, 2921, 3, 201, 3381, 3119, 2973, 3003, 3072, 3032, 3052, 3806, 7098, 3, 5]","[2, 1944, 3334, 6128, 3152, 3, 5458, 6, 7030, 3, 5562, 6282, 7493, 2947, 1797, 5816, 3060, 3, 5]","[2, 6317, 6608, 5923, 2970, 536, 5589, 134, 3, 5]","[2, 6, 5678, 3, 5558, 3421, 3142, 5646, 3, 5567, 3558, 3046, 3063, 3, 5]",지원안해 [SEP] 이미취업했는데 [SEP] 그런거귀찮음 [SEP] 
"[2, 5541, 1771, 7550, 2921, 3, 201, 3381, 3119, 2973, 3003, 3072, 3032, 3052, 3806, 7098, 3, 5]","[2, 1944, 3334, 6128, 3152, 3, 5458, 6, 7030, 3, 5562, 6282, 7493, 2947, 1797, 5816, 3060, 3, 5]","[2, 6317, 6608, 5923, 2970, 536, 5589, 134, 3, 5]","[2, 6, 5678, 3, 5558, 3421, 3142, 5646, 3, 5567, 3558, 3046, 3063, 3, 5]","[2, 6237, 2947, 3543, 3, 5]",짜증나는군 [SEP] 
"[2, 1944, 3334, 6128, 3152, 3, 5458, 6, 7030, 3, 5562, 6282, 7493, 2947, 1797, 5816, 3060, 3, 5]","[2, 6317, 6608, 5923, 2970, 536, 5589, 134, 3, 5]","[2, 6, 5678, 3, 5558, 3421, 3142, 5646, 3, 5567, 3558, 3046, 3063, 3, 5]","[2, 6237, 2947, 3543, 3, 5]","[2, 5693, 5605, 2781, 3, 5]",취업 빨리 해 [SEP] 
"[2, 6317, 6608, 5923, 2970, 536, 5589, 134, 3, 5]","[2, 6, 5678, 3, 5558, 3421, 3142, 5646, 3, 5567, 3558, 3046, 3063, 3, 5]","[2, 6237, 2947, 3543, 3, 5]","[2, 5693, 5605, 2781, 3, 5]","[2, 6611, 3076, 3077, 3, 5]",그러고싶다 [SEP] 
"[2, 6, 5678, 3, 5558, 3421, 3142, 5646, 3, 5567, 3558, 3046, 3063, 3, 5]","[2, 6237, 2947, 3543, 3, 5]","[2, 5693, 5605, 2781, 3, 5]","[2, 6611, 3076, 3077, 3, 5]","[2, 5605, 7315, 3, 2084, 6681, 5611, 2957, 134, 3, 5]",빨리 그랭 [SEP] 잘 듣고 있어요? [SEP] 
"[2, 6237, 2947, 3543, 3, 5]","[2, 5693, 5605, 2781, 3, 5]","[2, 6611, 3076, 3077, 3, 5]","[2, 5605, 7315, 3, 2084, 6681, 5611, 2957, 134, 3, 5]","[2, 6217, 2994, 2926, 123, 123, 123, 3, 2916, 2973, 5841, 2977, 3241, 3198, 2946, 3120, 3, 896, 6515, 3922, 2972, 3285, 3851, 2972, 7751, 3, 177, 4500, 3118, 3295, 3799, 3118, 5249, 3058, 5250, 4557, 3068, 5251, 3, 5]","힘드러여... [SEP] 힘ㄷㄴㅇ마ㅣ르나푸 [SEP] 딸ㅇㄹ댜ㅐ룸퍄ㅐㅜㄴ [SEP] ㄸ꺠ㅑ둘쨰ㅑ뗘ㅓ쩊""ㅒㅡ퍠 [SEP] "
"[2, 5693, 5605, 2781, 3, 5]","[2, 6611, 3076, 3077, 3, 5]","[2, 5605, 7315, 3, 2084, 6681, 5611, 2957, 134, 3, 5]","[2, 6217, 2994, 2926, 123, 123, 123, 3, 2916, 2973, 5841, 2977, 3241, 3198, 2946, 3120, 3, 896, 6515, 3922, 2972, 3285, 3851, 2972, 7751, 3, 177, 4500, 3118, 3295, 3799, 3118, 5249, 3058, 5250, 4557, 3068, 5251, 3, 5]","[2, 555, 2078, 3812, 3169, 3, 5]",내 자존심 [SEP] 
"[2, 6611, 3076, 3077, 3, 5]","[2, 5605, 7315, 3, 2084, 6681, 5611, 2957, 134, 3, 5]","[2, 6217, 2994, 2926, 123, 123, 123, 3, 2916, 2973, 5841, 2977, 3241, 3198, 2946, 3120, 3, 896, 6515, 3922, 2972, 3285, 3851, 2972, 7751, 3, 177, 4500, 3118, 3295, 3799, 3118, 5249, 3058, 5250, 4557, 3068, 5251, 3, 5]","[2, 555, 2078, 3812, 3169, 3, 5]","[2, 7814, 5715, 3, 5]",다이어트하자 [SEP] 
"[2, 5605, 7315, 3, 2084, 6681, 5611, 2957, 134, 3, 5]","[2, 6217, 2994, 2926, 123, 123, 123, 3, 2916, 2973, 5841, 2977, 3241, 3198, 2946, 3120, 3, 896, 6515, 3922, 2972, 3285, 3851, 2972, 7751, 3, 177, 4500, 3118, 3295, 3799, 3118, 5249, 3058, 5250, 4557, 3068, 5251, 3, 5]","[2, 555, 2078, 3812, 3169, 3, 5]","[2, 7814, 5715, 3, 5]","[2, 5877, 6625, 3, 581, 5839, 1216, 3497, 1386, 2925, 134, 3, 6091, 2987, 1863, 5555, 3, 5]",안먹을거야 [SEP] 너 저녁 메뉴 봣어? [SEP] 먹을게 없었어 [SEP] 
"[2, 6217, 2994, 2926, 123, 123, 123, 3, 2916, 2973, 5841, 2977, 3241, 3198, 2946, 3120, 3, 896, 6515, 3922, 2972, 3285, 3851, 2972, 7751, 3, 177, 4500, 3118, 3295, 3799, 3118, 5249, 3058, 5250, 4557, 3068, 5251, 3, 5]","[2, 555, 2078, 3812, 3169, 3, 5]","[2, 7814, 5715, 3, 5]","[2, 5877, 6625, 3, 581, 5839, 1216, 3497, 1386, 2925, 134, 3, 6091, 2987, 1863, 5555, 3, 5]","[2, 123, 123, 123, 123, 134, 3, 7217, 3, 5]",....? [SEP] 디스거스팅 [SEP] 
"[2, 555, 2078, 3812, 3169, 3, 5]","[2, 7814, 5715, 3, 5]","[2, 5877, 6625, 3, 581, 5839, 1216, 3497, 1386, 2925, 134, 3, 6091, 2987, 1863, 5555, 3, 5]","[2, 123, 123, 123, 123, 134, 3, 7217, 3, 5]","[2, 5450, 5491, 1372, 5492, 1451, 3253, 7762, 3, 1269, 7139, 5798, 5480, 3, 6500, 5946, 5617, 3, 7160, 3152, 2921, 3, 5]",아니 이거 보다가 빡쳐가지구 [SEP] 뭘 먹으라는거야 [SEP] 이러고 있었거든 [SEP] 1학년애가 [SEP] 
