utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 7045, 6367, 2116, 3581, 5448, 3, 5536, 1621, 797, 2071, 3093, 5453, 4895, 7499, 3, 5]","[2, 5464, 123, 123, 123, 3, 5984, 3, 5793, 2925, 3, 5462, 539, 7029, 5826, 5986, 3134, 3, 1314, 3402, 3239, 3141, 3298, 2925, 3, 5]","[2, 2847, 2992, 3128, 2965, 1855, 3276, 5669, 3, 5]","[2, 5570, 6387, 119, 3, 5]","[2, 5531, 5611, 2925, 6210, 3521, 3, 5778, 2947, 5531, 2067, 6401, 5642, 3, 5894, 6798, 3, 581, 5751, 2157, 3063, 3, 6103, 6033, 2976, 861, 2947, 5954, 3, 5641, 499, 6574, 5475, 3, 5]",친구 있어어 좋겠다잉 [SEP] 누구는 친구 잃어가지고 [SEP] 미치겠는데 [SEP] 너 혼자 조음 [SEP] 아침에 일어나면 드는생각 [SEP] 시발 꿈이였으면 [SEP] 
"[2, 5464, 123, 123, 123, 3, 5984, 3, 5793, 2925, 3, 5462, 539, 7029, 5826, 5986, 3134, 3, 1314, 3402, 3239, 3141, 3298, 2925, 3, 5]","[2, 2847, 2992, 3128, 2965, 1855, 3276, 5669, 3, 5]","[2, 5570, 6387, 119, 3, 5]","[2, 5531, 5611, 2925, 6210, 3521, 3, 5778, 2947, 5531, 2067, 6401, 5642, 3, 5894, 6798, 3, 581, 5751, 2157, 3063, 3, 6103, 6033, 2976, 861, 2947, 5954, 3, 5641, 499, 6574, 5475, 3, 5]","[2, 1267, 2982, 5471, 2531, 2987, 5495, 6227, 3, 5819, 6156, 1888, 3337, 6548, 3448, 5701, 3, 5]",뭐그렇게 크게 생각하냐 [SEP] 누가보면 여친인줄알겠네 [SEP] 
"[2, 2847, 2992, 3128, 2965, 1855, 3276, 5669, 3, 5]","[2, 5570, 6387, 119, 3, 5]","[2, 5531, 5611, 2925, 6210, 3521, 3, 5778, 2947, 5531, 2067, 6401, 5642, 3, 5894, 6798, 3, 581, 5751, 2157, 3063, 3, 6103, 6033, 2976, 861, 2947, 5954, 3, 5641, 499, 6574, 5475, 3, 5]","[2, 1267, 2982, 5471, 2531, 2987, 5495, 6227, 3, 5819, 6156, 1888, 3337, 6548, 3448, 5701, 3, 5]","[2, 5902, 5681, 3, 6078, 6588, 3030, 5516, 3134, 3, 5]",모르겠지만 [SEP] 나한테 중요한 사람임 [SEP] 
"[2, 5570, 6387, 119, 3, 5]","[2, 5531, 5611, 2925, 6210, 3521, 3, 5778, 2947, 5531, 2067, 6401, 5642, 3, 5894, 6798, 3, 581, 5751, 2157, 3063, 3, 6103, 6033, 2976, 861, 2947, 5954, 3, 5641, 499, 6574, 5475, 3, 5]","[2, 1267, 2982, 5471, 2531, 2987, 5495, 6227, 3, 5819, 6156, 1888, 3337, 6548, 3448, 5701, 3, 5]","[2, 5902, 5681, 3, 6078, 6588, 3030, 5516, 3134, 3, 5]","[2, 1852, 123, 123, 123, 2042, 3, 5793, 2925, 3, 5513, 5873, 3080, 822, 134, 3, 5]",어...음 [SEP] 그럴수있어 [SEP] 그래서 연락은 됨? [SEP] 
"[2, 5531, 5611, 2925, 6210, 3521, 3, 5778, 2947, 5531, 2067, 6401, 5642, 3, 5894, 6798, 3, 581, 5751, 2157, 3063, 3, 6103, 6033, 2976, 861, 2947, 5954, 3, 5641, 499, 6574, 5475, 3, 5]","[2, 1267, 2982, 5471, 2531, 2987, 5495, 6227, 3, 5819, 6156, 1888, 3337, 6548, 3448, 5701, 3, 5]","[2, 5902, 5681, 3, 6078, 6588, 3030, 5516, 3134, 3, 5]","[2, 1852, 123, 123, 123, 2042, 3, 5793, 2925, 3, 5513, 5873, 3080, 822, 134, 3, 5]","[2, 5873, 2970, 6787, 5541, 6308, 2965, 6299, 3, 5522, 7481, 2950, 3, 7282, 7940, 723, 3164, 5589, 141, 141, 3, 5]",연락이 되면 이런 걱정을 안하고 [SEP] 존나 신나서 [SEP] 너한테 말하고 다녔겠지^^ [SEP] 
"[2, 1267, 2982, 5471, 2531, 2987, 5495, 6227, 3, 5819, 6156, 1888, 3337, 6548, 3448, 5701, 3, 5]","[2, 5902, 5681, 3, 6078, 6588, 3030, 5516, 3134, 3, 5]","[2, 1852, 123, 123, 123, 2042, 3, 5793, 2925, 3, 5513, 5873, 3080, 822, 134, 3, 5]","[2, 5873, 2970, 6787, 5541, 6308, 2965, 6299, 3, 5522, 7481, 2950, 3, 7282, 7940, 723, 3164, 5589, 141, 141, 3, 5]","[2, 1944, 7400, 2993, 3, 5]",왜 안될까 [SEP] 
"[2, 5902, 5681, 3, 6078, 6588, 3030, 5516, 3134, 3, 5]","[2, 1852, 123, 123, 123, 2042, 3, 5793, 2925, 3, 5513, 5873, 3080, 822, 134, 3, 5]","[2, 5873, 2970, 6787, 5541, 6308, 2965, 6299, 3, 5522, 7481, 2950, 3, 7282, 7940, 723, 3164, 5589, 141, 141, 3, 5]","[2, 1944, 7400, 2993, 3, 5]","[2, 7569, 536, 1693, 2938, 3, 5457, 7793, 412, 2938, 3, 5]",걔가 나 싫데 [SEP] 너무나도 긿데 [SEP] 
"[2, 1852, 123, 123, 123, 2042, 3, 5793, 2925, 3, 5513, 5873, 3080, 822, 134, 3, 5]","[2, 5873, 2970, 6787, 5541, 6308, 2965, 6299, 3, 5522, 7481, 2950, 3, 7282, 7940, 723, 3164, 5589, 141, 141, 3, 5]","[2, 1944, 7400, 2993, 3, 5]","[2, 7569, 536, 1693, 2938, 3, 5457, 7793, 412, 2938, 3, 5]","[2, 388, 7837, 2974, 526, 134, 3, 5]",그 이후로 끝? [SEP] 
"[2, 5873, 2970, 6787, 5541, 6308, 2965, 6299, 3, 5522, 7481, 2950, 3, 7282, 7940, 723, 3164, 5589, 141, 141, 3, 5]","[2, 1944, 7400, 2993, 3, 5]","[2, 7569, 536, 1693, 2938, 3, 5457, 7793, 412, 2938, 3, 5]","[2, 388, 7837, 2974, 526, 134, 3, 5]","[2, 388, 3956, 2974, 5764, 5799, 2960, 3, 5873, 3005, 1795, 7705, 3, 5]",그뒤로 아무것도 안보고 [SEP] 연락도 안받고 [SEP] 
"[2, 1944, 7400, 2993, 3, 5]","[2, 7569, 536, 1693, 2938, 3, 5457, 7793, 412, 2938, 3, 5]","[2, 388, 7837, 2974, 526, 134, 3, 5]","[2, 388, 3956, 2974, 5764, 5799, 2960, 3, 5873, 3005, 1795, 7705, 3, 5]","[2, 5570, 2960, 123, 123, 123, 3, 895, 7924, 3005, 2773, 6940, 3323, 3, 5]",아이고... [SEP] 딴 애들한테도 함 물어봐봐 [SEP] 
"[2, 7569, 536, 1693, 2938, 3, 5457, 7793, 412, 2938, 3, 5]","[2, 388, 7837, 2974, 526, 134, 3, 5]","[2, 388, 3956, 2974, 5764, 5799, 2960, 3, 5873, 3005, 1795, 7705, 3, 5]","[2, 5570, 2960, 123, 123, 123, 3, 895, 7924, 3005, 2773, 6940, 3323, 3, 5]","[2, 5458, 5873, 5486, 5564, 5724, 3, 261, 3111, 2443, 3030, 7949, 5632, 3, 5]",내가 연락하는 애들중에 [SEP] 걔랑 친한 애가 없어 [SEP] 
"[2, 388, 7837, 2974, 526, 134, 3, 5]","[2, 388, 3956, 2974, 5764, 5799, 2960, 3, 5873, 3005, 1795, 7705, 3, 5]","[2, 5570, 2960, 123, 123, 123, 3, 895, 7924, 3005, 2773, 6940, 3323, 3, 5]","[2, 5458, 5873, 5486, 5564, 5724, 3, 261, 3111, 2443, 3030, 7949, 5632, 3, 5]","[2, 6, 134, 3, 5]",준표? [SEP] 
"[2, 388, 3956, 2974, 5764, 5799, 2960, 3, 5873, 3005, 1795, 7705, 3, 5]","[2, 5570, 2960, 123, 123, 123, 3, 895, 7924, 3005, 2773, 6940, 3323, 3, 5]","[2, 5458, 5873, 5486, 5564, 5724, 3, 261, 3111, 2443, 3030, 7949, 5632, 3, 5]","[2, 6, 134, 3, 5]","[2, 388, 6685, 3111, 3, 5949, 3005, 6288, 3, 5]",그 새끼랑 [SEP] 죽어도 안함 [SEP] 
"[2, 5570, 2960, 123, 123, 123, 3, 895, 7924, 3005, 2773, 6940, 3323, 3, 5]","[2, 5458, 5873, 5486, 5564, 5724, 3, 261, 3111, 2443, 3030, 7949, 5632, 3, 5]","[2, 6, 134, 3, 5]","[2, 388, 6685, 3111, 3, 5949, 3005, 6288, 3, 5]","[2, 1535, 3807, 5795, 5700, 1815, 3134, 3, 5]",상담하기 좋은 애임 [SEP] 
"[2, 5458, 5873, 5486, 5564, 5724, 3, 261, 3111, 2443, 3030, 7949, 5632, 3, 5]","[2, 6, 134, 3, 5]","[2, 388, 6685, 3111, 3, 5949, 3005, 6288, 3, 5]","[2, 1535, 3807, 5795, 5700, 1815, 3134, 3, 5]","[2, 5634, 1693, 3063, 3, 5]",그래도 싫음 [SEP] 
"[2, 6, 134, 3, 5]","[2, 388, 6685, 3111, 3, 5949, 3005, 6288, 3, 5]","[2, 1535, 3807, 5795, 5700, 1815, 3134, 3, 5]","[2, 5634, 1693, 3063, 3, 5]","[2, 5458, 7766, 3, 1891, 518, 5580, 3, 5]",내가 노력해볼게 [SEP] 연 끊을까 [SEP] 
"[2, 388, 6685, 3111, 3, 5949, 3005, 6288, 3, 5]","[2, 1535, 3807, 5795, 5700, 1815, 3134, 3, 5]","[2, 5634, 1693, 3063, 3, 5]","[2, 5458, 7766, 3, 1891, 518, 5580, 3, 5]","[2, 707, 536, 6553, 6444, 3159, 3003, 3, 123, 123, 123, 123, 123, 3, 5]",니 나 뭐라고 저장했냐 [SEP] ..... [SEP] 
"[2, 1535, 3807, 5795, 5700, 1815, 3134, 3, 5]","[2, 5634, 1693, 3063, 3, 5]","[2, 5458, 7766, 3, 1891, 518, 5580, 3, 5]","[2, 707, 536, 6553, 6444, 3159, 3003, 3, 123, 123, 123, 123, 123, 3, 5]","[2, 707, 3005, 7343, 1797, 3003, 3, 1913, 5452, 134, 3, 7894, 3230, 7190, 3098, 5545, 3, 5699, 3082, 3701, 5449, 134, 5451, 3, 1311, 3623, 6311, 2921, 1863, 5545, 5448, 3, 5]",니도 그러지 않냐 [SEP] 오 진짜? [SEP] 예전엔 개새끼였잖아 [SEP] 뭐라해놨는데?ㅋㅋㅋㅋ [SEP] 바꾼 의미가 없잖아ㅋㅋㅋㅋㅋ [SEP] 
"[2, 5634, 1693, 3063, 3, 5]","[2, 5458, 7766, 3, 1891, 518, 5580, 3, 5]","[2, 707, 536, 6553, 6444, 3159, 3003, 3, 123, 123, 123, 123, 123, 3, 5]","[2, 707, 3005, 7343, 1797, 3003, 3, 1913, 5452, 134, 3, 7894, 3230, 7190, 3098, 5545, 3, 5699, 3082, 3701, 5449, 134, 5451, 3, 1311, 3623, 6311, 2921, 1863, 5545, 5448, 3, 5]","[2, 5744, 2947, 1372, 2984, 2925, 3, 6, 3, 6952, 2235, 3233, 2993, 3, 5]",알아는 보잖어 [SEP] 남승우 [SEP] 뒤에 지울까 [SEP] 
"[2, 5458, 7766, 3, 1891, 518, 5580, 3, 5]","[2, 707, 536, 6553, 6444, 3159, 3003, 3, 123, 123, 123, 123, 123, 3, 5]","[2, 707, 3005, 7343, 1797, 3003, 3, 1913, 5452, 134, 3, 7894, 3230, 7190, 3098, 5545, 3, 5699, 3082, 3701, 5449, 134, 5451, 3, 1311, 3623, 6311, 2921, 1863, 5545, 5448, 3, 5]","[2, 5744, 2947, 1372, 2984, 2925, 3, 6, 3, 6952, 2235, 3233, 2993, 3, 5]","[2, 6078, 7190, 2947, 581, 5695, 6055, 3, 539, 6506, 6013, 3, 7190, 5766, 1695, 5697, 2947, 6153, 3, 5]",나한테 개새끼는 너밖에 없어서 [SEP] 난 상관 없음 [SEP] 개새끼 말고 십새끼는 많아 [SEP] 
"[2, 707, 536, 6553, 6444, 3159, 3003, 3, 123, 123, 123, 123, 123, 3, 5]","[2, 707, 3005, 7343, 1797, 3003, 3, 1913, 5452, 134, 3, 7894, 3230, 7190, 3098, 5545, 3, 5699, 3082, 3701, 5449, 134, 5451, 3, 1311, 3623, 6311, 2921, 1863, 5545, 5448, 3, 5]","[2, 5744, 2947, 1372, 2984, 2925, 3, 6, 3, 6952, 2235, 3233, 2993, 3, 5]","[2, 6078, 7190, 2947, 581, 5695, 6055, 3, 539, 6506, 6013, 3, 7190, 5766, 1695, 5697, 2947, 6153, 3, 5]","[2, 1786, 3902, 3339, 6089, 3, 5]",씹샤끼랰ㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 707, 3005, 7343, 1797, 3003, 3, 1913, 5452, 134, 3, 7894, 3230, 7190, 3098, 5545, 3, 5699, 3082, 3701, 5449, 134, 5451, 3, 1311, 3623, 6311, 2921, 1863, 5545, 5448, 3, 5]","[2, 5744, 2947, 1372, 2984, 2925, 3, 6, 3, 6952, 2235, 3233, 2993, 3, 5]","[2, 6078, 7190, 2947, 581, 5695, 6055, 3, 539, 6506, 6013, 3, 7190, 5766, 1695, 5697, 2947, 6153, 3, 5]","[2, 1786, 3902, 3339, 6089, 3, 5]","[2, 7890, 123, 123, 123, 199, 3, 5]",신난다...ㅎ [SEP] 
"[2, 5744, 2947, 1372, 2984, 2925, 3, 6, 3, 6952, 2235, 3233, 2993, 3, 5]","[2, 6078, 7190, 2947, 581, 5695, 6055, 3, 539, 6506, 6013, 3, 7190, 5766, 1695, 5697, 2947, 6153, 3, 5]","[2, 1786, 3902, 3339, 6089, 3, 5]","[2, 7890, 123, 123, 123, 199, 3, 5]","[2, 1267, 2791, 6826, 134, 3, 5]",뭐 했는디? [SEP] 
"[2, 6078, 7190, 2947, 581, 5695, 6055, 3, 539, 6506, 6013, 3, 7190, 5766, 1695, 5697, 2947, 6153, 3, 5]","[2, 1786, 3902, 3339, 6089, 3, 5]","[2, 7890, 123, 123, 123, 199, 3, 5]","[2, 1267, 2791, 6826, 134, 3, 5]","[2, 5959, 6838, 3247, 2987, 5632, 3, 5]",하는데 달라진게 없어 [SEP] 
"[2, 1786, 3902, 3339, 6089, 3, 5]","[2, 7890, 123, 123, 123, 199, 3, 5]","[2, 1267, 2791, 6826, 134, 3, 5]","[2, 5959, 6838, 3247, 2987, 5632, 3, 5]","[2, 5528, 2169, 2988, 3, 5458, 5832, 877, 3047, 3048, 3, 5]",하면 좋죠 [SEP] 내가 먼저 디질듯 [SEP] 
"[2, 7890, 123, 123, 123, 199, 3, 5]","[2, 1267, 2791, 6826, 134, 3, 5]","[2, 5959, 6838, 3247, 2987, 5632, 3, 5]","[2, 5528, 2169, 2988, 3, 5458, 5832, 877, 3047, 3048, 3, 5]","[2, 6026, 6341, 3, 5]",뭐하냐ㅋㅋㅋ [SEP] 
"[2, 1267, 2791, 6826, 134, 3, 5]","[2, 5959, 6838, 3247, 2987, 5632, 3, 5]","[2, 5528, 2169, 2988, 3, 5458, 5832, 877, 3047, 3048, 3, 5]","[2, 6026, 6341, 3, 5]","[2, 1323, 6091, 2930, 5710, 3, 6540, 5877, 2960, 3, 5]",밥 먹을려 했는데 [SEP] 귀찮아서 안먹고 [SEP] 
"[2, 5959, 6838, 3247, 2987, 5632, 3, 5]","[2, 5528, 2169, 2988, 3, 5458, 5832, 877, 3047, 3048, 3, 5]","[2, 6026, 6341, 3, 5]","[2, 1323, 6091, 2930, 5710, 3, 6540, 5877, 2960, 3, 5]","[2, 6296, 2916, 2970, 6366, 6133, 3244, 1799, 6633, 3, 5]",니가 힘이 없는 이유를 알거같다 [SEP] 
"[2, 5528, 2169, 2988, 3, 5458, 5832, 877, 3047, 3048, 3, 5]","[2, 6026, 6341, 3, 5]","[2, 1323, 6091, 2930, 5710, 3, 6540, 5877, 2960, 3, 5]","[2, 6296, 2916, 2970, 6366, 6133, 3244, 1799, 6633, 3, 5]","[2, 5536, 1621, 797, 6327, 3, 5450, 391, 2973, 2980, 3, 1323, 2767, 3339, 5877, 7591, 3, 2916, 2970, 5536, 3572, 1863, 2965, 1621, 7088, 3, 5]",그럴 수 도 있고 [SEP] 아니 근ㄷ0 [SEP] 밥 한끼 안먹었다고 [SEP] 힘이 그럴께 없을 수 있나 [SEP] 
"[2, 6026, 6341, 3, 5]","[2, 1323, 6091, 2930, 5710, 3, 6540, 5877, 2960, 3, 5]","[2, 6296, 2916, 2970, 6366, 6133, 3244, 1799, 6633, 3, 5]","[2, 5536, 1621, 797, 6327, 3, 5450, 391, 2973, 2980, 3, 1323, 2767, 3339, 5877, 7591, 3, 2916, 2970, 5536, 3572, 1863, 2965, 1621, 7088, 3, 5]","[2, 5984, 3, 5]",그럴수있지 [SEP] 
"[2, 1323, 6091, 2930, 5710, 3, 6540, 5877, 2960, 3, 5]","[2, 6296, 2916, 2970, 6366, 6133, 3244, 1799, 6633, 3, 5]","[2, 5536, 1621, 797, 6327, 3, 5450, 391, 2973, 2980, 3, 1323, 2767, 3339, 5877, 7591, 3, 2916, 2970, 5536, 3572, 1863, 2965, 1621, 7088, 3, 5]","[2, 5984, 3, 5]","[2, 5536, 1621, 5611, 3, 5]",그럴 수 있어 [SEP] 
"[2, 6296, 2916, 2970, 6366, 6133, 3244, 1799, 6633, 3, 5]","[2, 5536, 1621, 797, 6327, 3, 5450, 391, 2973, 2980, 3, 1323, 2767, 3339, 5877, 7591, 3, 2916, 2970, 5536, 3572, 1863, 2965, 1621, 7088, 3, 5]","[2, 5984, 3, 5]","[2, 5536, 1621, 5611, 3, 5]","[2, 1323, 5592, 861, 3039, 3, 5]",밥이나 드셈 [SEP] 
"[2, 5536, 1621, 797, 6327, 3, 5450, 391, 2973, 2980, 3, 1323, 2767, 3339, 5877, 7591, 3, 2916, 2970, 5536, 3572, 1863, 2965, 1621, 7088, 3, 5]","[2, 5984, 3, 5]","[2, 5536, 1621, 5611, 3, 5]","[2, 1323, 5592, 861, 3039, 3, 5]","[2, 2059, 5559, 2967, 6813, 1852, 3172, 1201, 3003, 3, 6973, 1704, 5636, 1549, 3354, 3, 355, 3206, 7828, 3, 5]",이 시간에 밥을 어캐 먹냐 [SEP] 사고 싶은거 생김 [SEP] 구찌 신발 [SEP] 
"[2, 5984, 3, 5]","[2, 5536, 1621, 5611, 3, 5]","[2, 1323, 5592, 861, 3039, 3, 5]","[2, 2059, 5559, 2967, 6813, 1852, 3172, 1201, 3003, 3, 6973, 1704, 5636, 1549, 3354, 3, 355, 3206, 7828, 3, 5]","[2, 6502, 6875, 2921, 2954, 5501, 3, 539, 388, 2932, 6070, 7876, 2963, 1239, 2943, 3, 5]",돈이 많은가보구나 [SEP] 난 그지라서 그딴거 못사 [SEP] 
"[2, 5536, 1621, 5611, 3, 5]","[2, 1323, 5592, 861, 3039, 3, 5]","[2, 2059, 5559, 2967, 6813, 1852, 3172, 1201, 3003, 3, 6973, 1704, 5636, 1549, 3354, 3, 355, 3206, 7828, 3, 5]","[2, 6502, 6875, 2921, 2954, 5501, 3, 539, 388, 2932, 6070, 7876, 2963, 1239, 2943, 3, 5]","[2, 1525, 7269, 2947, 6152, 3, 1663, 3358, 3910, 3045, 5522, 5644, 3160, 3, 1663, 3358, 3910, 3045, 7139, 3000, 2993, 3, 6023, 2157, 2934, 3122, 3696, 3, 5640, 1200, 3412, 3, 5]",사달라는 거지 [SEP] 스파클링 존나 맛있네 [SEP] 스파클링 먹으미까 [SEP] 기분이 조아져허 [SEP] 계속 머근 [SEP] 
"[2, 1323, 5592, 861, 3039, 3, 5]","[2, 2059, 5559, 2967, 6813, 1852, 3172, 1201, 3003, 3, 6973, 1704, 5636, 1549, 3354, 3, 355, 3206, 7828, 3, 5]","[2, 6502, 6875, 2921, 2954, 5501, 3, 539, 388, 2932, 6070, 7876, 2963, 1239, 2943, 3, 5]","[2, 1525, 7269, 2947, 6152, 3, 1663, 3358, 3910, 3045, 5522, 5644, 3160, 3, 1663, 3358, 3910, 3045, 7139, 3000, 2993, 3, 6023, 2157, 2934, 3122, 3696, 3, 5640, 1200, 3412, 3, 5]","[2, 1625, 3506, 5897, 3259, 6347, 3, 1232, 6783, 1451, 6697, 1164, 3130, 3003, 3, 5641, 5448, 3, 5]",술좀 그만처먹어 [SEP] 목요일에 빡쳐서 마셨냐 [SEP] 시발ㅋㅋㅋㅋ [SEP] 
"[2, 2059, 5559, 2967, 6813, 1852, 3172, 1201, 3003, 3, 6973, 1704, 5636, 1549, 3354, 3, 355, 3206, 7828, 3, 5]","[2, 6502, 6875, 2921, 2954, 5501, 3, 539, 388, 2932, 6070, 7876, 2963, 1239, 2943, 3, 5]","[2, 1525, 7269, 2947, 6152, 3, 1663, 3358, 3910, 3045, 5522, 5644, 3160, 3, 1663, 3358, 3910, 3045, 7139, 3000, 2993, 3, 6023, 2157, 2934, 3122, 3696, 3, 5640, 1200, 3412, 3, 5]","[2, 1625, 3506, 5897, 3259, 6347, 3, 1232, 6783, 1451, 6697, 1164, 3130, 3003, 3, 5641, 5448, 3, 5]","[2, 555, 973, 2938, 2974, 1795, 7923, 3, 5]",내 뜻데로 안됐어 [SEP] 
"[2, 6502, 6875, 2921, 2954, 5501, 3, 539, 388, 2932, 6070, 7876, 2963, 1239, 2943, 3, 5]","[2, 1525, 7269, 2947, 6152, 3, 1663, 3358, 3910, 3045, 5522, 5644, 3160, 3, 1663, 3358, 3910, 3045, 7139, 3000, 2993, 3, 6023, 2157, 2934, 3122, 3696, 3, 5640, 1200, 3412, 3, 5]","[2, 1625, 3506, 5897, 3259, 6347, 3, 1232, 6783, 1451, 6697, 1164, 3130, 3003, 3, 5641, 5448, 3, 5]","[2, 555, 973, 2938, 2974, 1795, 7923, 3, 5]","[2, 5560, 6152, 3062, 2924, 3003, 3, 5]",그렇게 거지같았냐 [SEP] 
"[2, 1525, 7269, 2947, 6152, 3, 1663, 3358, 3910, 3045, 5522, 5644, 3160, 3, 1663, 3358, 3910, 3045, 7139, 3000, 2993, 3, 6023, 2157, 2934, 3122, 3696, 3, 5640, 1200, 3412, 3, 5]","[2, 1625, 3506, 5897, 3259, 6347, 3, 1232, 6783, 1451, 6697, 1164, 3130, 3003, 3, 5641, 5448, 3, 5]","[2, 555, 973, 2938, 2974, 1795, 7923, 3, 5]","[2, 5560, 6152, 3062, 2924, 3003, 3, 5]","[2, 5641, 3553, 6120, 3, 733, 3697, 1795, 5628, 2974, 7466, 2931, 4671, 3, 5]",시발꺼 하면서 [SEP] 담배 안한거로 조아해야굄 [SEP] 
"[2, 1625, 3506, 5897, 3259, 6347, 3, 1232, 6783, 1451, 6697, 1164, 3130, 3003, 3, 5641, 5448, 3, 5]","[2, 555, 973, 2938, 2974, 1795, 7923, 3, 5]","[2, 5560, 6152, 3062, 2924, 3003, 3, 5]","[2, 5641, 3553, 6120, 3, 733, 3697, 1795, 5628, 2974, 7466, 2931, 4671, 3, 5]","[2, 5868, 3, 581, 5490, 3077, 1901, 3274, 2970, 3259, 3168, 3, 5]",미친ㅋㅋㅋ [SEP] 너 그러다 영달이처험 [SEP] 
"[2, 555, 973, 2938, 2974, 1795, 7923, 3, 5]","[2, 5560, 6152, 3062, 2924, 3003, 3, 5]","[2, 5641, 3553, 6120, 3, 733, 3697, 1795, 5628, 2974, 7466, 2931, 4671, 3, 5]","[2, 5868, 3, 581, 5490, 3077, 1901, 3274, 2970, 3259, 3168, 3, 5]","[2, 627, 5680, 1795, 6625, 3, 5596, 733, 3697, 2943, 2960, 1625, 6973, 2797, 5463, 3, 6026, 2994, 5665, 6227, 5448, 3, 5558, 1387, 3166, 3158, 3023, 5448, 3, 5]",녹지는 안을거야 [SEP] 바로 담배사고 술 사고 햐야지 [SEP] 뭐하러 삭제하냨ㅋㅋㅋㅋ [SEP] 이미 봤누느딬ㅋㅋㅋㅋㅋ [SEP] 
"[2, 5560, 6152, 3062, 2924, 3003, 3, 5]","[2, 5641, 3553, 6120, 3, 733, 3697, 1795, 5628, 2974, 7466, 2931, 4671, 3, 5]","[2, 5868, 3, 581, 5490, 3077, 1901, 3274, 2970, 3259, 3168, 3, 5]","[2, 627, 5680, 1795, 6625, 3, 5596, 733, 3697, 2943, 2960, 1625, 6973, 2797, 5463, 3, 6026, 2994, 5665, 6227, 5448, 3, 5558, 1387, 3166, 3158, 3023, 5448, 3, 5]","[2, 5478, 3323, 3252, 3166, 3, 388, 6403, 5596, 6491, 5449, 3, 5]",어케봐ㅛ누 [SEP] 그 다음에 바로 보냈는데 [SEP] 
"[2, 5641, 3553, 6120, 3, 733, 3697, 1795, 5628, 2974, 7466, 2931, 4671, 3, 5]","[2, 5868, 3, 581, 5490, 3077, 1901, 3274, 2970, 3259, 3168, 3, 5]","[2, 627, 5680, 1795, 6625, 3, 5596, 733, 3697, 2943, 2960, 1625, 6973, 2797, 5463, 3, 6026, 2994, 5665, 6227, 5448, 3, 5558, 1387, 3166, 3158, 3023, 5448, 3, 5]","[2, 5478, 3323, 3252, 3166, 3, 388, 6403, 5596, 6491, 5449, 3, 5]","[2, 5661, 1792, 3181, 6596, 6000, 3, 5]",뭐가 아쉬운거얔ㅋㅋㅋㅋㅋ [SEP] 
"[2, 5868, 3, 581, 5490, 3077, 1901, 3274, 2970, 3259, 3168, 3, 5]","[2, 627, 5680, 1795, 6625, 3, 5596, 733, 3697, 2943, 2960, 1625, 6973, 2797, 5463, 3, 6026, 2994, 5665, 6227, 5448, 3, 5558, 1387, 3166, 3158, 3023, 5448, 3, 5]","[2, 5478, 3323, 3252, 3166, 3, 388, 6403, 5596, 6491, 5449, 3, 5]","[2, 5661, 1792, 3181, 6596, 6000, 3, 5]","[2, 581, 6612, 581, 3244, 1958, 3239, 3141, 6032, 134, 3, 241, 3320, 5504, 134, 3, 5]",너 모르게 너를 욕할수 있지? [SEP] 개좋은데? [SEP] 
"[2, 627, 5680, 1795, 6625, 3, 5596, 733, 3697, 2943, 2960, 1625, 6973, 2797, 5463, 3, 6026, 2994, 5665, 6227, 5448, 3, 5558, 1387, 3166, 3158, 3023, 5448, 3, 5]","[2, 5478, 3323, 3252, 3166, 3, 388, 6403, 5596, 6491, 5449, 3, 5]","[2, 5661, 1792, 3181, 6596, 6000, 3, 5]","[2, 581, 6612, 581, 3244, 1958, 3239, 3141, 6032, 134, 3, 241, 3320, 5504, 134, 3, 5]","[2, 6306, 5547, 5448, 3, 123, 123, 123, 123, 123, 3, 5829, 2954, 3097, 6368, 3135, 3, 5]",미친놈인갘ㅋㅋㅋㅋㅋ [SEP] ..... [SEP] 시험보기 일주일전 [SEP] 
"[2, 5478, 3323, 3252, 3166, 3, 388, 6403, 5596, 6491, 5449, 3, 5]","[2, 5661, 1792, 3181, 6596, 6000, 3, 5]","[2, 581, 6612, 581, 3244, 1958, 3239, 3141, 6032, 134, 3, 241, 3320, 5504, 134, 3, 5]","[2, 6306, 5547, 5448, 3, 123, 123, 123, 123, 123, 3, 5829, 2954, 3097, 6368, 3135, 3, 5]","[2, 2849, 3082, 2946, 7789, 3, 1792, 5629, 3, 261, 3111, 2599, 6292, 3, 6703, 5800, 7662, 3, 6, 1771, 2947, 6703, 3005, 6973, 3076, 3077, 5710, 3, 5]",화해나 하셈 [SEP] 아 그리고 [SEP] 걔랑 톡하다가 [SEP] 임티 얘기 나와서 [SEP] 차명준 쓰는 임티도 사고싶다 했는데 [SEP] 
